City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
165,Kibaya,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
166,Mochudi,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
167,Hamilton,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
168,Bathsheba,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
169,Hambantota,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
170,Richards Bay,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
171,Beyneu,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
172,Saleaula,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
173,Ketchikan,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
174,Sola,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
175,Kamaishi,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
176,Saint-Ambroise,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
177,Mahebourg,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
178,Iqaluit,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
179,Nokaneng,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
180,Avarua,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
181,Butaritari,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
182,Nikolskoye,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
183,Dzhusaly,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
184,Nowy Dwor Gdanski,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
185,Fevralsk,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
186,Huarmey,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
187,Takoradi,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
188,Luanda,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
189,Kavieng,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
190,Komsomolskiy,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
191,Saravan,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
192,Nurota,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
193,Taburi,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
194,Sorvag,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
195,Razdolinsk,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
196,Honjo,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
197,Port Moresby,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
198,Sao Jose Da Coroa Grande,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
199,El Cobre,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
200,Krabi,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
201,Geraldton,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
202,Ostrovnoy,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
203,Wasilla,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
204,Upernavik,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
205,Ames,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
206,Camacari,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
207,Hilo,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
208,Mtama,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
209,Brigantine,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
210,Sentyabrskiy,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
211,Bilibino,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
212,Verkhnyaya Inta,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
213,Kachiry,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
214,Juli,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
215,Neverkino,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
216,Botou,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
217,Gravdal,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
218,Kruisfontein,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
219,Najran,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
220,Mareeba,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
221,Kushmurun,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
222,Tiebissou,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
223,Nishihara,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
224,Mulege,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
225,Westport,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
226,Vesoul,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
227,Antalaha,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
228,Ojinaga,BR,2020-08-25 17:39:27,-8.28,-35.03,82.4,61,20,13.87
229,Umm Lajj,BR,2020-08-25 17:39:26,-8.28,-35.03,82.4,61,20,13.87
